"mun_id","mun_nom","pob_tot","sup_km2","mun_loc_tot","reg","dist","pob_18_44","pea_tot","pea_ocup","pea_ocup_inf","pct_pea","pct_ocup_pea","pct_ocup_inf","loc_princ_1","loc_princ_2","loc_princ_3","sec_princ","ue_sec_tot","ue_mun_tot","pymes_tot","prod_princ_1","vol_gan_1","prod_princ_2","vol_gan_2","prod_princ_3","vol_gan_3","cult_princ_1","vol_agri_1","cult_princ_2","vol_agri_2","cult_princ_3","vol_agri_3","viv_tot","viv_sin_agua","pct_viv_sin_agua","viv_sin_pc","pct_viv_sin_pc","viv_sin_dren","pct_viv_sin_dren","viv_sin_luz","pct_viv_sin_luz","viv_sin_int","pct_viv_sin_int","esc_ms_23_24","alum_ms_23_24","esc_sup_23_24","alum_sup_23_24","caren_salud","caren_seg_soc","acceso_alim","rez_educ","pobreza_multi","pobreza_ext","pobreza_mod","vul_caren_soc","vul_ing","no_pob_no_vul","afiliacion_salud","rama_princ_1","artesanos_tot_1","rama_princ_2","artesanos_tot_2","rama_princ_3","artesanos_tot_3","artesanos_tot_mun","vacb","total_ingresos","pct_de_18"
"416",Santa María Ixcatlán,461,"177.3",2,Cañada,Teotitlán,154,215,213,208,56.21,99.03,97.74,Santa María Ixcatlán,Río del Guaje,,Industria manufacturera,163,180,1,Leche de Bovino,"293.6",Ganado en pie de Ave,"62.20",Carne de Ave,"46.45",Maíz grano,"84.48",Aguacate,"24.30",Durazno,"11.18",163,12,7.36,153,93.87,0,0.00,1.0,0.61,136,83.44,0.0,0.0,0.0,0.0,358,339,161,155,442,290,152,16,3,0,102,,,,,,,,8.89,11.135,33.41
"417",Santa María Jacatepec,9682,"324.3",44,Papaloapan,Tuxtepec,3436,3998,3954,3819,58.02,98.89,96.59,La Joya de Santa María Jacatepec,Santa María Jacatepec,Vega del Sol,Comercio al por menor,44,104,5,Ganado en pie de Bovino,"1,233",Carne de Bovino,"682.9",Ganado en pie de Porcino,"655.8",Pastos y praderas,"229,6",Caña de azúcar,"22,47",Maíz grano,"19,49",2603,364,13.98,2403,92.32,694,26.66,30.0,1.15,2234,85.82,4.0,252.0,0.0,0.0,1805,7942,6045,3139,7251,2813,4438,2111,84,239,7787,Textiles,7,,,,,7,5.694,15.977,35.49
"418",Santa María Jalapa del Marqués,11735,"729.6",25,Istmo,Tehuantepec,4283,5175,5091,3870,58.82,98.39,76.02,Santa María Jalapa del Marqués,San Cristóbal,Llano Grande,Comercio al por menor,351,1080,23,Ganado en pie de Bovino,"333.9",Leche de Bovino,"317.0",Carne de Bovino,"183.4",Papaya,"3,766",Maíz grano,"2,146",Coco fruta,"719.5",3585,118,3.29,2857,79.69,123,3.43,105.0,2.93,2239,62.45,2.0,589.0,1.0,74.0,4405,7220,3289,2705,5079,1120,3959,4013,286,1656,8802,,,,,,,,91.13,361.919,36.50
"419",Santa María Jaltianguis,592,"53.9",3,Sierra Norte,Ixtlán de juárez,204,258,255,236,57.9,98.75,92.67,Santa María Jaltianguis,Betzitiaá,Shia Yaa Bec Cuú,Comercio al por menor,21,60,4,Ganado en pie de Bovino,"43.72",Leche de Bovino,"26.22",Carne de Bovino,"22.73",Alfalfa verde,"81.87",Maíz grano,"57.12",Manzana,"22.05",176,1,0.57,146,82.95,7,3.98,2.0,1.14,100,56.82,0.0,0.0,0.0,0.0,85,466,57,69,449,54,395,88,37,18,507,,,,,,,,3.889,9.448,34.46
"396",Santa María la Asunción,3259,"7.6",4,Cañada,Teotitlán,1036,1210,1203,1203,53.4,99.41,100.0,Santa María la Asunción,Llano de Agua,San Agustín Nuevo,Industria manufacturera,48,120,3,Ganado en pie de Ave,"79.13",Carne de Ave,"59.80",Ganado en pie de Porcino,"41.37",Caña de azúcar piloncillo,"694.3",Café cereza,"252.0",Maíz grano,"107.6",931,161,17.29,898,96.46,357,38.35,25.0,2.69,870,93.45,1.0,120.0,0.0,0.0,431,2827,1936,1767,3135,2039,1096,117,6,4,2821,Textiles,104,,,,,104,3.445,10.136,31.79
"420",Santa María Lachixío,1679,"49.6",7,Sierra Sur,Sola de vega,660,698,688,604,60.79,98.64,87.76,Santa María Lachixío,Rincón Hacienda Vieja,Barrio Sur,Comercio al por menor,37,62,3,Leche de Bovino,"71.32",Ganado en pie de Bovino,"34.17",Ganado en pie de Porcino,"31.96",Tomate rojo (jitomate),"462.9",Maíz grano,"434.6",Frijol,"17.71",397,2,0.50,379,95.47,247,62.22,16.0,4.03,375,94.46,1.0,85.0,0.0,0.0,147,1533,177,523,1588,607,981,79,4,8,1542,,,,,,,,12.077,56.218,39.31
"421",Santa María Mixtequilla,4690,"147.8",12,Istmo,Tehuantepec,1746,2103,2064,1615,59.22,98.14,78.24,Santa María Mixtequilla,Santa Teresa de Jesús,Kilómetro 10 Nizzapipi (San Antonio),Comercio al por menor,117,309,7,Leche de Bovino,"152.7",Ganado en pie de Bovino,"132.5",Carne de Bovino,"69.34",Papaya,"2,839",Maíz grano,"892.5",Sorgo grano,"677.3",1499,41,2.74,1208,80.59,44,2.94,25.0,1.67,1035,69.05,1.0,178.0,0.0,0.0,611,2751,1145,936,2362,368,1994,1304,340,686,4026,,,,,,,,23.696,71.408,37.23
"422",Santa María Nativitas,603,"43.1",7,Mixteca,Coixtlahuaca,187,200,200,200,42.96,100.0,100.0,San José Monte Verde,Santa María Nativitas,San Pedro Buenavista,Comercio al por menor,7,26,2,Ganado en pie de Bovino,"32.47",Ganado en pie de Caprino,"23.04",Carne de Bovino,"16.86",Tomate rojo (jitomate),"295.5",Trigo grano,"82.95",Maíz grano,"51.71",196,3,1.53,182,92.86,71,36.22,3.0,1.53,188,95.92,0.0,0.0,0.0,0.0,122,422,144,128,504,168,336,51,27,21,477,,,,,,,,1.097,2.087,31.01
"423",Santa María Nduayaco,453,"76.8",22,Mixteca,Teposcolula,112,202,199,186,53.96,98.53,93.11,San José de Gracia,Santo Domingo Ticú,Santa María Nduayaco,Comercio al por menor,3,14,0,Ganado en pie de Bovino,"45.35",Carne de Bovino,"23.44",Ganado en pie de Porcino,"19.42",Maíz grano,"126.7",Trigo grano,"28.38",Frijol,"18.97",145,3,2.07,133,91.72,42,28.97,5.0,3.45,136,93.79,0.0,0.0,0.0,0.0,96,292,79,154,418,158,260,15,18,2,351,,,,,,,,0.304,0.668,24.72
"424",Santa María Ozolotepec,3793,"145.3",27,Sierra Sur,Miahuatlán,1298,1539,1520,1341,60.14,98.74,88.28,Santa María Ozolotepec,Santa Cruz Ozolotepec,San Gregorio Ozolotepec,Comercio al por menor,25,55,2,Leche de Bovino,"31.31",Miel de Abeja,"17.97",Ganado en pie de Bovino,"11.67",Café cereza,"1,430",Maíz grano,"624.1",Tomate rojo (jitomate),"78.25",968,21,2.17,922,95.25,667,68.90,31.0,3.2,892,92.15,1.0,76.0,0.0,0.0,908,3146,1429,1327,3634,1981,1653,143,11,7,2879,,,,,,,,4.849,9.735,34.22
"425",Santa María Pápalo,2058,"55.8",3,Cañada,Cuicatlán,800,922,908,801,60.72,98.55,88.19,Santa María Pápalo,Peña Verde,Teponapa,Comercio al por menor,42,72,3,Ganado en pie de Ave,"74.61",Carne de Ave,"55.76",Leche de Bovino,"26.99",Maíz grano,"739.8",Aguacate,"96.02",Granada,"48.96",633,13,2.05,608,96.05,163,25.75,14.0,2.21,615,97.16,1.0,55.0,0.0,0.0,319,1793,810,723,1975,818,1157,72,9,3,1729,,,,,,,,5.066,9.558,38.87
"426",Santa María Peñoles,8967,"233.2",33,Valles Centrales,Etla,3242,3545,3514,3346,60.62,99.11,95.24,El Manzanito,Santa María Peñoles,Duraznal,Comercio al por menor,24,62,7,Leche de Bovino,"532.1",Ganado en pie de Bovino,"155.1",Carne de Bovino,"82.31",Maíz grano,"2,228",Tomate rojo (jitomate),"386.7",Frijol,"154.4",1708,84,4.92,1675,98.07,1661,97.25,127.0,7.44,1623,95.02,2.0,156.0,0.0,0.0,2062,7837,1935,2650,8821,5669,3152,148,2,0,6897,Cartonería y Papel,1,,,,,1,1.683,6.176,36.15
"427",Santa María Petapa,16706,"155.7",26,Istmo,Juchitán,5892,6718,6613,5740,60.6,98.44,86.8,Rincón Viejo,Llano Suchiapa,Santa María Petapa,Industria manufacturera,109,338,10,Leche de Bovino,"1,133",Ganado en pie de Bovino,"532.8",Ganado en pie de Porcino,"334.0",Pastos y praderas,"107,2",Maíz grano,"1,337",Tomate rojo (jitomate),"33.44",4936,519,10.51,3803,77.05,142,2.88,61.0,1.24,3430,69.49,4.0,936.0,0.0,0.0,10023,12812,5413,4279,10359,3210,7149,5506,461,1368,9220,Textiles,3,,,,,3,70.479,246.972,35.27
"428",Santa María Quiegolani,2224,"160.7",5,Sierra Sur,Yautepec,796,896,884,754,62.86,98.67,85.26,Santa María Quiegolani,Santiago Quiavigoló,San José Quianitas,Comercio al por menor,20,48,2,Ganado en pie de Porcino,"68.50",Ganado en pie de Bovino,"67.67",Leche de Bovino,"59.21",Aguacate,"1,289",Agave,"1,122",Maíz grano,"486.6",529,10,1.89,513,96.98,36,6.81,20.0,3.78,507,95.84,1.0,83.0,0.0,0.0,169,1996,934,671,2151,941,1210,37,30,7,2056,,,,,,,,1.743,5.979,35.79
"429",Santa María Sola,1516,"52",8,Sierra Sur,Sola de vega,505,623,620,620,55.2,99.56,100.0,Santa Rosa Matagallinas,Santa María Sola,Texcoco,Comercio al por menor,26,73,6,Leche de Bovino,"247.4",Ganado en pie de Bovino,"92.32",Carne de Bovino,"48.43",Alfalfa verde,"2,260",Maíz grano,"1,384",Tomate rojo (jitomate),"977.7",438,58,13.24,388,88.58,272,62.10,15.0,3.42,380,86.76,1.0,56.0,0.0,0.0,769,1264,372,552,1335,675,660,173,3,6,752,,,,,,,,2.492,8.331,33.31
"430",Santa María Tataltepec,317,"37.1",2,Mixteca,Tlaxiaco,117,152,149,120,58.86,98.12,80.29,Santa María Tataltepec,Cerro San Marcos,,Industria manufacturera,13,41,2,Ganado en pie de Caprino,"11.96",Ganado en pie de Ave,"09.93",Carne de Ave,"07.39",Maíz grano,"119.6",Aguacate,"16.50",Frijol,"03.31",92,0,0.00,90,97.83,3,3.26,1.0,1.09,76,82.61,0.0,0.0,0.0,0.0,59,235,95,63,263,91,172,41,8,5,257,,,,,,,,1.345,4.975,36.91
"431",Santa María Tecomavaca,1830,"371.3",5,Cañada,Teotitlán,638,779,767,646,57.54,98.57,84.18,Santa María Tecomavaca,Buena Vista,Santiago el Viejo,Comercio al por menor,47,99,4,Leche de Bovino,"175.9",Ganado en pie de Ave,"118.1",Carne de Ave,"88.58",Limón,"2,975",Calabacita,"575.1",Melón,"457.3",485,15,3.09,391,80.62,43,8.87,2.0,0.41,256,52.78,1.0,125.0,0.0,0.0,276,1441,364,384,1040,290,750,625,28,138,1533,,,,,,,,4.479,13.395,34.86
"432",Santa María Temaxcalapa,903,"13.2",1,Sierra Norte,Villa alta,341,426,420,375,58.49,98.47,89.21,Santa María Temaxcalapa,,,Comercio al por menor,34,64,1,Huevo plato de Ave,"06.18",Ganado en pie de Ave,"04.11",Carne de Ave,"03.14",Maíz grano,"290.1",Café cereza,"246.6",Caña de azúcar piloncillo,"108.4",299,0,0.00,255,85.28,0,0.00,1.0,0.33,217,72.58,1.0,72.0,0.0,0.0,164,291,277,267,629,105,523,74,164,36,736,,,,,,,,3.216,12.078,37.76
"433",Santa María Temaxcaltepec,2694,"34.7",5,Costa,Juquila,913,932,928,928,57.22,99.6,100.0,Santa María Temaxcaltepec,Cañada de Guadalupe,San José Pie del Cerro,Comercio al por menor,29,65,2,Leche de Bovino,"235.9",Ganado en pie de Bovino,"135.8",Carne de Bovino,"71.86",Pastos y praderas,"1,643",Maíz grano,"666.1",Café cereza,"220.1",621,9,1.45,600,96.62,460,74.07,38.0,6.12,450,72.46,0.0,0.0,0.0,0.0,521,2578,589,1372,2474,1282,1192,219,0,2,2163,,,,,,,,2.086,7.27,33.89
"434",Santa María Teopoxco,3985,"36.7",29,Cañada,Teotitlán,1125,1389,1382,1382,53.68,99.52,100.0,Santa María Teopoxco,Villa Nueva,Tecuanapam,Comercio al por menor,34,68,3,Ganado en pie de Ave,"159.2",Carne de Ave,"119.4",Ganado en pie de Porcino,"26.28",Maíz grano,"1,027",Aguacate,"526.9",Manzana,"143.5",1126,19,1.69,1105,98.13,172,15.28,6.0,0.53,1070,95.03,2.0,174.0,0.0,0.0,248,3093,1097,1660,3765,1403,2363,77,121,24,3730,,,,,,,,10.405,7.345,28.23
"435",Santa María Tepantlali,3576,"84.5",12,Sierra Norte,Mixe,1358,1491,1474,1335,61.17,98.82,90.6,Santa María Tepantlali,Xambao (Colonia Revolución),Mosquito Blanco,Comercio al por menor,43,108,4,Ganado en pie de Porcino,"16.05",Carne de Porcino,"12.21",Ganado en pie de Bovino,"11.30",Maíz grano,"467.2",Café cereza,"184.0",Tomate rojo (jitomate),"134.2",916,9,0.98,833,90.94,401,43.78,33.0,3.6,807,88.10,1.0,80.0,0.0,0.0,680,2806,323,1664,3152,1189,1964,348,46,31,2877,,,,,,,,4.461,17.176,37.98
"436",Santa María Texcatitlán,896,"35.4",3,Cañada,Cuicatlán,259,345,343,343,53.53,99.23,100.0,Santa María Texcatitlán,El Mirador,El Palmar (El Rancho),Industria manufacturera,253,293,4,Ganado en pie de Ave,"59.97",Carne de Ave,"44.98",Ganado en pie de Porcino,"19.37",Tomate rojo (jitomate),"131.2",Maíz grano,"113.3",Aguacate,"74.06",291,199,68.38,280,96.22,265,91.07,7.0,2.41,257,88.32,1.0,39.0,0.0,0.0,21,197,523,336,818,274,544,60,14,4,874,,,,,,,,13.706,18.688,28.91
"437",Santa María Tlahuitoltepec,9653,"153.1",34,Sierra Norte,Mixe,3489,4096,4028,3268,60.93,98.33,81.14,Santa María Tlahuitoltepec,Santa María Yacochi,Tejas,Comercio al por menor,164,339,16,Ganado en pie de Bovino,"107.7",Ganado en pie de Porcino,"94.28",Carne de Porcino,"71.15",Maíz grano,"1,468",Papa,"199.0",Durazno,"193.4",2442,50,2.05,2020,82.72,1791,73.34,77.0,3.15,2131,87.26,3.0,422.0,3.0,54.0,2624,8193,1961,3099,8757,4185,4572,698,113,89,6978,Textiles,77,Alfareria y Ceramica,17,Talabartería y Peletería,3,99,28.731,74.715,36.14
"438",Santa María Tlalixtac,1839,"24.1",12,Cañada,Cuicatlán,661,739,730,630,60.65,98.77,86.23,Santa María Tlalixtac,Tlalixtac Viejo,El Palmar,Comercio al por menor,31,61,2,Ganado en pie de Ave,"63.95",Carne de Ave,"47.88",Leche de Bovino,"33.36",Caña de azúcar piloncillo,"1,169",Caña de azúcar,"484.2",Maíz grano,"119.8",470,7,1.49,456,97.02,73,15.53,8.0,1.7,414,88.09,1.0,67.0,0.0,0.0,260,1599,903,746,1709,703,1007,84,34,12,1582,,,,,,,,3.729,13.574,35.94
"439",Santa María Tonameca,25347,"520.7",99,Costa,Pochutla,9777,10315,10210,9486,59.57,98.98,92.91,San Francisco Cozoaltepec,Santa María Tonameca,San Juanito o la Botija,Comercio al por menor,587,1762,51,Ganado en pie de Bovino,"1,259",Carne de Bovino,"676.5",Leche de Bovino,"257.1",Pastos y praderas,"128,2",Papaya,"14,39",Maíz grano,"6,138",6441,778,12.08,5916,91.85,1573,24.42,315.0,4.89,5460,84.77,4.0,767.0,0.0,0.0,7628,21267,8689,8907,14138,4695,9443,9115,57,495,18750,Textiles,1,,,,,1,168.824,420.228,38.57
"440",Santa María Totolapilla,812,"114",1,Istmo,Tehuantepec,258,360,355,314,56.15,98.51,88.53,Santa María Totolapilla,,,Comercio al por menor,18,48,3,Ganado en pie de Bovino,"78.71",Carne de Bovino,"40.72",Leche de Bovino,"29.36",Maíz grano,"172.9",Chile seco,"21.20",Frijol,"08.58",294,9,3.06,268,91.16,14,4.76,5.0,1.7,260,88.44,1.0,63.0,0.0,0.0,86,465,282,282,629,83,546,108,41,34,730,,,,,,,,2.545,4.908,31.77
"441",Santa María Xadani,9234,"86.1",24,Istmo,Juchitán,3390,3749,3665,3352,61.92,97.74,91.46,Santa María Xadani,Colonia 10 de Mayo,Las Palmas,Industria manufacturera,1204,1730,12,Ganado en pie de Porcino,"151.1",Ganado en pie de Bovino,"126.0",Carne de Porcino,"111.4",Maíz grano,"1,410",Sorgo grano,"508.2",Ajonjolí,"39.29",2210,142,6.43,2020,91.40,61,2.76,33.0,1.49,1807,81.76,1.0,165.0,0.0,0.0,2296,7974,3175,3881,7727,2911,4816,1206,136,169,7784,Textiles,39,,,,,39,133.823,334.656,36.71
"442",Santa María Yalina,250,"48.2",1,Sierra Norte,Villa alta,88,115,113,86,59.38,98.19,76.28,Santa María Yalina,,,Comercio al por menor,6,31,1,Ganado en pie de Porcino,"19.57",Carne de Porcino,"14.67",Ganado en pie de Bovino,"10.51",Maíz grano,"18.30",Manzana,"13.20",Ciruela,"11.90",83,2,2.41,81,97.59,0,0.00,0.0,0.0,81,97.59,0.0,0.0,0.0,0.0,19,206,0,63,225,12,213,12,11,2,231,,,,,,,,2.664,5.669,35.20
"443",Santa María Yavesía,434,"87.6",1,Sierra Norte,Ixtlán de juárez,127,179,177,177,54.16,99.15,100.0,Santa María Yavesía,Llano Grande,Barrio de San Miguel,Comercio al por menor,11,43,0,Ganado en pie de Porcino,"31.99",Carne de Porcino,"24.26",Ganado en pie de Bovino,"12.69",Maíz grano,"84.38",Durazno,"17.34",Manzana,"14.29",146,0,0.00,116,79.45,8,5.48,1.0,0.68,98,67.12,0.0,0.0,0.0,0.0,17,340,53,43,311,27,284,80,26,18,417,,,,,,,,1.621,4.57,29.26
"444",Santa María Yolotepec,481,"17.9",5,Mixteca,Tlaxiaco,146,181,181,181,54.26,99.62,100.0,Santa María Yolotepec,Cerro Negro,San José del Río Colorado,Comercio al por menor,12,33,2,Leche de Bovino,"37.97",Ganado en pie de Bovino,"30.09",Carne de Bovino,"15.20",Maíz grano,"137.5",Tomate rojo (jitomate),"88.40",Frijol,"19.67",155,7,4.52,141,90.97,83,53.55,5.0,3.23,139,89.68,1.0,31.0,0.0,0.0,222,379,145,95,446,222,225,26,6,3,254,,,,,,,,0.793,2.523,30.35
"445",Santa María Yosoyúa,1699,"33.6",5,Mixteca,Tlaxiaco,682,758,749,680,61.61,98.77,90.75,Buenavista,Santa Cruz,Guadalupe Yosoyúa,Industria manufacturera,12,32,2,Ganado en pie de Caprino,"62.09",Ganado en pie de Ave,"41.64",Carne de Caprino,"32.84",Maíz grano,"557.7",Trigo grano,"20.64",Frijol,"10.85",378,5,1.32,333,88.10,289,76.46,4.0,1.06,322,85.19,1.0,65.0,0.0,0.0,110,1026,134,353,1526,356,1170,102,55,16,1588,,,,,,,,0.265,1.422,40.14
"446",Santa María Yucuhiti,6008,"73",66,Mixteca,Tlaxiaco,2008,2538,2508,2354,57.17,98.8,93.89,Guadalupe Buenavista,Miramar,San Felipe de Jesús Pueblo Viejo,Comercio al por menor,17,56,3,Miel de Abeja,"123.9",Ganado en pie de Bovino,"89.23",Carne de Bovino,"48.23",Maíz grano,"861.9",Café cereza,"471.4",Frijol,"54.67",1650,114,6.91,1562,94.67,1000,60.61,21.0,1.27,1442,87.39,1.0,112.0,0.0,0.0,763,4364,3026,1278,5372,2323,3049,541,62,36,5228,,,,,,,,4.439,8.681,33.42
"447",Santa María Zacatepec,17100,"500.8",34,Sierra Sur,Putla,6391,6968,6893,6596,58.81,98.92,95.69,Santa María Zacatepec,San Juan Cabeza del Río,San Vicente Piñas,Comercio al por menor,310,767,15,Leche de Bovino,"809.1",Ganado en pie de Bovino,"655.7",Carne de Bovino,"359.8",Sandía,"9,579",Maíz grano,"4,421",Café cereza,"897.9",4417,93,2.11,4096,92.73,277,6.27,121.0,2.74,3826,86.62,3.0,403.0,0.0,0.0,6110,15267,6238,6280,14927,6426,8501,2241,83,158,12486,Textiles,269,,,,,269,81.65,342.088,37.37
"448",Santa María Zaniza,2469,"157.5",8,Sierra Sur,Sola de vega,865,907,894,801,63.02,98.57,89.55,Santa María Zaniza,Tierra Colorada,Atotonilco,Comercio al por menor,33,45,4,Leche de Bovino,"17.66",Ganado en pie de Bovino,"11.51",Ganado en pie de Caprino,"09.52",Maíz grano,"652.9",Café cereza,"317.2",Piña,"71.58",504,3,0.60,496,98.41,272,53.97,15.0,2.98,475,94.25,1.0,83.0,0.0,0.0,103,2354,1113,818,2430,1672,758,40,0,0,2365,,,,,,,,4.309,10.397,35.03
"449",Santa María Zoquitlán,3294,"415.7",24,Valles Centrales,Tlacolula,1053,1414,1392,1199,57.94,98.45,86.13,Santa María Zoquitlán,Río Seco,Río Potrero,Comercio al por menor,68,146,5,Leche de Bovino,"1,648",Ganado en pie de Bovino,"548.4",Carne de Bovino,"296.2",Maíz grano,"2,163",Agave,"1,971",Tomate rojo (jitomate),"467.3",1030,60,5.83,960,93.20,110,10.68,17.0,1.65,628,60.97,1.0,80.0,0.0,0.0,696,2651,230,1261,2655,771,1884,583,27,31,2572,,,,,,,,15.009,33.902,31.97
"450",Santiago Amoltepec,13855,"207.3",49,Sierra Sur,Sola de vega,4874,4870,4832,4377,61.25,99.23,90.58,Santiago Amoltepec,Piedra del Tambor,Llano Nuevo,Comercio al por menor,109,173,8,Leche de Bovino,"321.2",Ganado en pie de Bovino,"130.0",Carne de Bovino,"68.22",Maíz grano,"3,224",Frijol,"113.1",Tomate rojo (jitomate),"104.1",2992,345,11.53,2926,97.79,2965,99.10,200.0,6.68,2800,93.58,3.0,290.0,0.0,0.0,995,12854,6770,5609,13692,11705,1987,161,3,5,12832,,,,,,,,12.894,43.528,35.18
"451",Santiago Apoala,1019,"85.8",7,Mixteca,Nochixtlán,233,395,391,391,52.49,99.07,100.0,San Antonio Nduayaco,Santiago Apoala,Jazmín Morelos,Industria manufacturera,41,63,3,Leche de Bovino,"98.09",Ganado en pie de Bovino,"58.43",Carne de Bovino,"30.30",Maíz grano,"419.1",Trigo grano,"113.3",Frijol,"73.00",323,182,56.35,318,98.45,253,78.33,9.0,2.79,321,99.38,0.0,0.0,0.0,0.0,160,664,260,410,955,399,556,32,24,8,851,Fibras Vegetales,2,,,,,2,2.416,3.799,22.87
"452",Santiago Apóstol,4421,"17.6",4,Valles Centrales,Ocotlán,1718,2010,1981,1813,60.17,98.52,91.55,Santiago Apóstol,San Sebastián Ocotlán,San Lucas,Industria manufacturera,238,415,5,Leche de Bovino,"95.21",Ganado en pie de Bovino,"27.56",Carne de Bovino,"14.32",Rosa (gruesa),"4,334",Maíz grano,"928.8",Alfalfa verde,"747.4",1150,36,3.13,1017,88.43,222,19.30,10.0,0.87,953,82.87,0.0,0.0,0.0,0.0,2479,3535,1119,2115,4035,2194,1840,317,47,24,1921,,,,,,,,16.191,54.494,38.86
"453",Santiago Astata,3918,"186",9,Istmo,Tehuantepec,1369,1672,1648,1387,57.91,98.54,84.18,Santiago Astata,Barra de la Cruz,Zimatán,Comercio al por menor,98,237,2,Ganado en pie de Bovino,"192.0",Leche de Bovino,"152.3",Carne de Bovino,"102.0",Papaya,"1,791",Maíz grano,"305.5",Coco fruta,"199.1",1250,73,5.84,1119,89.52,1196,95.68,58.0,4.64,982,78.56,1.0,318.0,0.0,0.0,810,2783,1563,864,2111,489,1622,1796,4,9,3053,,,,,,,,27.777,87.842,34.94
"454",Santiago Atitlán,3556,"70.8",21,Sierra Norte,Mixe,1467,1617,1592,1328,62.89,98.43,83.42,Estancia de Morelos,Santiago Atitlán,El Calvario,Comercio al por menor,24,46,2,Ganado en pie de Bovino,"22.74",Huevo plato de Ave,"19.49",Ganado en pie de Ave,"14.85",Maíz grano,"727.4",Café cereza,"699.3",Caña de azúcar piloncillo,"273.7",883,25,2.83,830,94.00,260,29.45,29.0,3.28,819,92.75,2.0,82.0,0.0,0.0,861,3120,1014,1318,3318,1675,1642,216,15,10,2687,,,,,,,,2.138,8.94,41.25
"455",Santiago Ayuquililla,2904,"89.8",7,Mixteca,Huajuapan,1020,1158,1145,1097,59.47,98.9,95.84,Santiago Ayuquililla,Santa Catarina Estancia,Mogote Colorado (San Isidro),Comercio al por menor,65,139,5,Ganado en pie de Bovino,"96.90",Carne de Bovino,"51.67",Leche de Bovino,"38.19",Tomate rojo (jitomate),"230.5",Maíz grano,"138.5",Nopalitos,"95.80",762,86,11.29,721,94.62,198,25.98,11.0,1.44,720,94.49,0.0,0.0,0.0,0.0,673,2400,1072,1059,2513,1103,1410,325,34,33,2227,,,,,,,,4.686,15.259,35.12
"456",Santiago Cacaloxtepec,1667,"38.7",3,Mixteca,Huajuapan,610,734,722,620,58.92,98.44,85.83,Santiago Cacaloxtepec,Corral de Piedra,Los Borregos [Rancho],Industria manufacturera,101,198,2,Ganado en pie de Bovino,"32.61",Ganado en pie de Porcino,"24.50",Carne de Porcino,"18.52",Maíz grano,"50.10",Tomate rojo (jitomate),"09.81",Frijol,"01.09",484,18,3.72,435,89.88,25,5.17,3.0,0.62,396,81.82,0.0,0.0,0.0,0.0,564,1235,373,599,1094,281,813,458,31,85,1096,Cartonería y Papel,1,,,,,1,7.558,15.655,36.59
"457",Santiago Camotlán,3346,"312.1",10,Sierra Norte,Villa alta,1395,1521,1499,1294,61.87,98.55,86.34,San Francisco Yovego,Santiago Camotlán,Asunción Lachixila,Comercio al por menor,19,43,1,Ganado en pie de Porcino,"183.7",Ganado en pie de Bovino,"141.2",Carne de Porcino,"137.7",Maíz grano,"1,589",Café cereza,"652.8",Caña de azúcar piloncillo,"352.5",900,21,2.33,873,97.00,282,31.33,11.0,1.22,766,85.11,2.0,67.0,0.0,0.0,1314,2989,935,1396,3157,1564,1593,144,35,11,2055,,,,,,,,4.361,16.332,41.69
"460",Santiago Choápam,5242,"311.1",12,Papaloapan,Choápam,1891,2132,2126,1997,58.89,99.74,93.91,San Juan Teotalcingo,Santiago Choápam,San Juan del Río,Comercio al por menor,41,104,4,Ganado en pie de Bovino,"70.30",Huevo plato de Ave,"49.48",Carne de Bovino,"37.38",Pastos y praderas,"483,8",Maíz grano,"2,928",Café cereza,"580.8",1389,76,5.47,1334,96.04,770,55.44,58.0,4.18,1232,88.70,2.0,145.0,0.0,0.0,1159,4682,2474,2167,5009,3081,1928,190,18,27,3829,Madera Tallada,2,,,,,2,2.2,12.348,36.07
"458",Santiago Comaltepec,1157,"204.1",8,Sierra Norte,Ixtlán de juárez,348,476,469,420,55.02,98.57,89.46,Santiago Comaltepec,Soledad Tectitlán,La Esperanza,Comercio al por menor,18,47,2,Ganado en pie de Bovino,"82.22",Leche de Bovino,"45.37",Carne de Bovino,"43.04",Maíz grano,"261.2",Café cereza,"223.6",Naranja,"51.00",340,4,1.18,303,89.12,18,5.29,2.0,0.59,300,88.24,1.0,68.0,0.0,0.0,109,893,131,285,974,101,873,113,43,27,1050,,,,,,,,2.387,5.601,30.08
"461",Santiago del Río,527,"38.4",6,Mixteca,Silacayoápam,133,208,206,185,50.19,99.24,89.66,Santiago del Río,San Francisco Higos,Barrio Colorado,Comercio al por menor,11,23,2,Ganado en pie de Bovino,"33.88",Leche de Bovino,"27.87",Ganado en pie de Porcino,"20.31",Maíz grano,"515.4",Agave,"144.4",Cebolla,"97.98",188,2,1.06,181,96.28,22,11.70,6.0,3.19,177,94.15,0.0,0.0,0.0,0.0,117,239,136,259,435,182,252,35,48,9,409,,,,,,,,1.011,3.764,25.24
